Date,AAPL,GOOGL,MSFT
2026-01-09,0.0012738954148727721,0.00961776321082719,0.0024471834263524173
2026-01-12,0.0033928502238405045,0.010013019916627286,-0.00438162996992264
2026-01-13,0.0030738623692765366,0.012384788918695877,-0.013642593572847694
2026-01-14,-0.0041753602144793955,-0.0003869538421291674,-0.023987065591537404
2026-01-15,-0.00673187624656213,-0.009111474487735083,-0.005921024377300688
2026-01-16,-0.010379073276537754,-0.008353863782362136,0.007007346870100184
2026-01-20,-0.03455563492367564,-0.024242424242424288,-0.011612253703628728
2026-01-21,0.003850831106810837,0.01981367976028725,-0.022903278470751354
2026-01-22,0.0028266120532465244,0.006577756349325226,0.015829449808587803
2026-01-23,-0.001248289505752287,-0.00789621770940907,0.032827950848620446
2026-01-26,0.029712962519965025,0.016253521205403798,0.009292820813103786
2026-01-27,0.011197578028024013,0.003870785541448374,0.02190185886971885
2026-01-28,-0.007085445328186779,0.004364136977819122,0.0021848569201308177
2026-01-29,0.007175077196164281,0.006666439002628088,-0.09993146244609463
2026-01-30,0.0046461394466286166,-0.0007390983000739038,-0.007404862064634643
2026-02-02,0.04058122413384724,0.016834326749722628,-0.01608216420757036
2026-02-03,-0.0019629122599374993,-0.011580234973540326,-0.028721958392058156
2026-02-04,0.026012954335186356,-0.019634344228695588,0.00724696002125591
2026-02-05,-0.0020976508564164442,-0.0053747552816328925,-0.04954246909318927
2026-02-06,0.008009793893585249,-0.02532834610849055,0.018975241101618856
2026-02-09,-0.01166051394653178,0.004522152136835489,0.03106151286708836
2026-02-10,-0.003422920610733904,-0.017698632900605804,-0.0007979599440377516
2026-02-11,0.0066501292492171515,-0.023918624641724007,-0.02153555363583015
2026-02-12,-0.049981811301894274,-0.0063030341810427215,-0.006256627631262779
2026-02-13,-0.022733396848946263,-0.010614882780896062,-0.001294005019369382
2026-02-17,0.031667863563111576,-0.012102617402386273,-0.011113366274641656
2026-02-18,0.0017811172199722058,0.004337453169480199,0.006904209070364153
2026-02-19,-0.014261469431454121,-0.0015823706524170644,-0.0005769168650320289
2026-02-20,0.015350373037534393,0.04005284675036913,-0.0030868355547025716
2026-02-23,0.006047343656806037,-0.011080134072713022,-0.032122471647954565
2026-02-24,0.022390946489790453,-0.0018941101042980746,0.01178245055508631
2026-02-25,0.007679856784716499,0.006432936761864072,0.029820067104153303
2026-02-26,-0.004667610137537803,-0.01764138421651118,0.002795794059219592
2026-02-27,-0.03213049693728531,0.014249478864060583,-0.022353905603506474
